"year","state","sector","source","carbdiox_millmtrcton"
2006,"alabama","Electric Power","All",83.6
2006,"alabama","All","Coal",83.7
2006,"alabama","All","Petroleum Products",40.7
2006,"alabama","All","Natural Gas",21.3
2006,"alabama","All","All",145.7
2007,"alabama","Residential","Coal",0
2007,"alabama","Residential","Petroleum Products",0.4
2007,"alabama","Residential","Natural Gas",1.9
2007,"alabama","Residential","All",2.4
2007,"alabama","Commercial","Coal",0
2007,"alabama","Commercial","Petroleum Products",0.7
2007,"alabama","Commercial","Natural Gas",1.3
2007,"alabama","Commercial","All",2
2007,"alabama","Industrial","Coal",7.6
2007,"alabama","Industrial","Petroleum Products",4.7
2007,"alabama","Industrial","Natural Gas",9.2
2007,"alabama","Industrial","All",21.5
2007,"alabama","Transportation","Coal",0
2007,"alabama","Transportation","Petroleum Products",34.8
2007,"alabama","Transportation","Natural Gas",0.9
2007,"alabama","Transportation","All",35.6
2007,"alabama","Electric Power","Coal",76.2
2007,"alabama","Electric Power","Petroleum Products",0.1
2007,"alabama","Electric Power","Natural Gas",9.6
2007,"alabama","Electric Power","All",85.9
2007,"alabama","All","Coal",83.8
2007,"alabama","All","Petroleum Products",40.7
2007,"alabama","All","Natural Gas",22.8
2007,"alabama","All","All",147.4
2008,"alabama","Residential","Coal",0
2008,"alabama","Residential","Petroleum Products",0.5
2008,"alabama","Residential","Natural Gas",2.1
2008,"alabama","Residential","All",2.5
2008,"alabama","Commercial","Coal",0
2008,"alabama","Commercial","Petroleum Products",0.6
2008,"alabama","Commercial","Natural Gas",1.4
2008,"alabama","Commercial","All",2
2008,"alabama","Industrial","Coal",7.6
2008,"alabama","Industrial","Petroleum Products",4.8
2008,"alabama","Industrial","Natural Gas",8.7
2008,"alabama","Industrial","All",21.1
2008,"alabama","Transportation","Coal",0
2008,"alabama","Transportation","Petroleum Products",32.1
2008,"alabama","Transportation","Natural Gas",0.9
2008,"alabama","Transportation","All",33
2008,"alabama","Electric Power","Coal",72
2008,"alabama","Electric Power","Petroleum Products",0.1
2008,"alabama","Electric Power","Natural Gas",9
2008,"alabama","Electric Power","All",81
2008,"alabama","All","Coal",79.5
2008,"alabama","All","Petroleum Products",38
2008,"alabama","All","Natural Gas",22
2008,"alabama","All","All",139.6
2009,"alabama","Residential","Coal",0
2009,"alabama","Residential","Petroleum Products",0.5
2009,"alabama","Residential","Natural Gas",2
2009,"alabama","Residential","All",2.5
2009,"alabama","Commercial","Coal",0
2009,"alabama","Commercial","Petroleum Products",0.6
2009,"alabama","Commercial","Natural Gas",1.3
2009,"alabama","Commercial","All",1.9
2009,"alabama","Industrial","Coal",5.6
2009,"alabama","Industrial","Petroleum Products",3.7
2009,"alabama","Industrial","Natural Gas",8.1
2009,"alabama","Industrial","All",17.3
2009,"alabama","Transportation","Coal",0
2009,"alabama","Transportation","Petroleum Products",30.9
2009,"alabama","Transportation","Natural Gas",1
2009,"alabama","Transportation","All",31.9
2009,"alabama","Electric Power","Coal",54
2009,"alabama","Electric Power","Petroleum Products",0.1
2009,"alabama","Electric Power","Natural Gas",12.3
2009,"alabama","Electric Power","All",66.4
2009,"alabama","All","Coal",59.5
2009,"alabama","All","Petroleum Products",35.8
2009,"alabama","All","Natural Gas",24.7
2009,"alabama","All","All",120
2010,"alabama","Residential","Coal",0
2010,"alabama","Residential","Petroleum Products",0.6
2010,"alabama","Residential","Natural Gas",2.3
2010,"alabama","Residential","All",2.9
2010,"alabama","Commercial","Coal",0
2010,"alabama","Commercial","Petroleum Products",0.7
2010,"alabama","Commercial","Natural Gas",1.5
2010,"alabama","Commercial","All",2.1
2010,"alabama","Industrial","Coal",6.4
2010,"alabama","Industrial","Petroleum Products",3.7
2010,"alabama","Industrial","Natural Gas",8.7
2010,"alabama","Industrial","All",18.8
2010,"alabama","Transportation","Coal",0
2010,"alabama","Transportation","Petroleum Products",31
2010,"alabama","Transportation","Natural Gas",1.2
2010,"alabama","Transportation","All",32.2
2010,"alabama","Electric Power","Coal",61.4
2010,"alabama","Electric Power","Petroleum Products",0.1
2010,"alabama","Electric Power","Natural Gas",15.2
2010,"alabama","Electric Power","All",76.7
2010,"alabama","All","Coal",67.8
2010,"alabama","All","Petroleum Products",36.1
2010,"alabama","All","Natural Gas",28.9
2010,"alabama","All","All",132.7
2011,"alabama","Residential","Coal",0
2011,"alabama","Residential","Petroleum Products",0.4
2011,"alabama","Residential","Natural Gas",2
2011,"alabama","Residential","All",2.3
2011,"alabama","Commercial","Coal",0
2011,"alabama","Commercial","Petroleum Products",0.7
2011,"alabama","Commercial","Natural Gas",1.4
2011,"alabama","Commercial","All",2
2011,"alabama","Industrial","Coal",6
2011,"alabama","Industrial","Petroleum Products",4
2011,"alabama","Industrial","Natural Gas",9.2
2011,"alabama","Industrial","All",19.2
2011,"alabama","Transportation","Coal",0
2011,"alabama","Transportation","Petroleum Products",31
2011,"alabama","Transportation","Natural Gas",1.3
2011,"alabama","Transportation","All",32.3
2011,"alabama","Electric Power","Coal",55.3
2011,"alabama","Electric Power","Petroleum Products",0.1
2011,"alabama","Electric Power","Natural Gas",18.5
2011,"alabama","Electric Power","All",74
2011,"alabama","All","Coal",61.4
2011,"alabama","All","Petroleum Products",36.2
2011,"alabama","All","Natural Gas",32.3
2011,"alabama","All","All",129.9
2012,"alabama","Residential","Coal",0
2012,"alabama","Residential","Petroleum Products",0.3
2012,"alabama","Residential","Natural Gas",1.5
2012,"alabama","Residential","All",1.8
2012,"alabama","Commercial","Coal",0
2012,"alabama","Commercial","Petroleum Products",0.6
2012,"alabama","Commercial","Natural Gas",1.2
2012,"alabama","Commercial","All",1.8
2012,"alabama","Industrial","Coal",6.8
2012,"alabama","Industrial","Petroleum Products",4.3
2012,"alabama","Industrial","Natural Gas",10.3
2012,"alabama","Industrial","All",21.3
2012,"alabama","Transportation","Coal",0
2012,"alabama","Transportation","Petroleum Products",30.4
2012,"alabama","Transportation","Natural Gas",1.4
2012,"alabama","Transportation","All",31.8
2012,"alabama","Electric Power","Coal",44.8
2012,"alabama","Electric Power","Petroleum Products",0.1
2012,"alabama","Electric Power","Natural Gas",21.6
2012,"alabama","Electric Power","All",66.5
2012,"alabama","All","Coal",51.6
2012,"alabama","All","Petroleum Products",35.7
2012,"alabama","All","Natural Gas",35.9
2012,"alabama","All","All",123.2
2013,"alabama","Residential","Coal",0
2013,"alabama","Residential","Petroleum Products",0.3
2013,"alabama","Residential","Natural Gas",1.9
2013,"alabama","Residential","All",2.2
2013,"alabama","Commercial","Coal",0
2013,"alabama","Commercial","Petroleum Products",0.5
2013,"alabama","Commercial","Natural Gas",1.4
2013,"alabama","Commercial","All",1.8
2013,"alabama","Industrial","Coal",7.1
2013,"alabama","Industrial","Petroleum Products",3.2
2013,"alabama","Industrial","Natural Gas",10.7
2013,"alabama","Industrial","All",21
2013,"alabama","Transportation","Coal",0
2013,"alabama","Transportation","Petroleum Products",30.4
2013,"alabama","Transportation","Natural Gas",1.2
2013,"alabama","Transportation","All",31.6
2013,"alabama","Electric Power","Coal",46.1
2013,"alabama","Electric Power","Petroleum Products",0
2013,"alabama","Electric Power","Natural Gas",18
2013,"alabama","Electric Power","All",64.2
2013,"alabama","All","Coal",53.3
2013,"alabama","All","Petroleum Products",34.4
2013,"alabama","All","Natural Gas",33.2
2013,"alabama","All","All",120.9
2014,"alabama","Residential","Coal",0
2014,"alabama","Residential","Petroleum Products",0.3
2014,"alabama","Residential","Natural Gas",2.1
2014,"alabama","Residential","All",2.4
2014,"alabama","Commercial","Coal",0
2014,"alabama","Commercial","Petroleum Products",0.4
2014,"alabama","Commercial","Natural Gas",1.5
2014,"alabama","Commercial","All",1.9
2014,"alabama","Industrial","Coal",8.1
2014,"alabama","Industrial","Petroleum Products",2.9
2014,"alabama","Industrial","Natural Gas",11.1
2014,"alabama","Industrial","All",22.2
2014,"alabama","Transportation","Coal",0
2014,"alabama","Transportation","Petroleum Products",30.6
2014,"alabama","Transportation","Natural Gas",1
2014,"alabama","Transportation","All",31.7
2014,"alabama","Electric Power","Coal",46.1
2014,"alabama","Electric Power","Petroleum Products",0.1
2014,"alabama","Electric Power","Natural Gas",18.8
2014,"alabama","Electric Power","All",65.1
2014,"alabama","All","Coal",54.3
2014,"alabama","All","Petroleum Products",34.4
2014,"alabama","All","Natural Gas",34.6
2014,"alabama","All","All",123.2
1980,"alaska","Residential","Coal",0
1980,"alaska","Residential","Petroleum Products",0.5
1980,"alaska","Residential","Natural Gas",0.4
1980,"alaska","Residential","All",0.9
1980,"alaska","Commercial","Coal",0
1980,"alaska","Commercial","Petroleum Products",0.4
1980,"alaska","Commercial","Natural Gas",0.9
1980,"alaska","Commercial","All",1.2
1980,"alaska","Industrial","Coal",0
1980,"alaska","Industrial","Petroleum Products",1.4
1980,"alaska","Industrial","Natural Gas",5.3
1980,"alaska","Industrial","All",6.7
1980,"alaska","Transportation","Coal",0
1980,"alaska","Transportation","Petroleum Products",6.4
1980,"alaska","Transportation","Natural Gas",0
1980,"alaska","Transportation","All",6.4
1980,"alaska","Electric Power","Coal",0.4
1980,"alaska","Electric Power","Petroleum Products",0.4
1980,"alaska","Electric Power","Natural Gas",1.5
1980,"alaska","Electric Power","All",2.3
1980,"alaska","All","Coal",0.4
1980,"alaska","All","Petroleum Products",9
1980,"alaska","All","Natural Gas",8.2
1980,"alaska","All","All",17.6
1981,"alaska","Residential","Coal",0.1
1981,"alaska","Residential","Petroleum Products",0.4
1981,"alaska","Residential","Natural Gas",0.4
1981,"alaska","Residential","All",0.9
1981,"alaska","Commercial","Coal",0.6
1981,"alaska","Commercial","Petroleum Products",0.3
1981,"alaska","Commercial","Natural Gas",0.9
1981,"alaska","Commercial","All",1.8
1981,"alaska","Industrial","Coal",0
1981,"alaska","Industrial","Petroleum Products",1.2
1981,"alaska","Industrial","Natural Gas",3.6
1981,"alaska","Industrial","All",4.9
1981,"alaska","Transportation","Coal",0
1981,"alaska","Transportation","Petroleum Products",7.2
1981,"alaska","Transportation","Natural Gas",0
1981,"alaska","Transportation","All",7.2
1981,"alaska","Electric Power","Coal",0.5
1981,"alaska","Electric Power","Petroleum Products",0.3
1981,"alaska","Electric Power","Natural Gas",1.6
1981,"alaska","Electric Power","All",2.4
1981,"alaska","All","Coal",1.2
1981,"alaska","All","Petroleum Products",9.5
1981,"alaska","All","Natural Gas",6.5
1981,"alaska","All","All",17.2
1982,"alaska","Residential","Coal",0.1
1982,"alaska","Residential","Petroleum Products",0.5
1982,"alaska","Residential","Natural Gas",0.6
1982,"alaska","Residential","All",1.2
1982,"alaska","Commercial","Coal",0.6
1982,"alaska","Commercial","Petroleum Products",0.4
1982,"alaska","Commercial","Natural Gas",1.3
1982,"alaska","Commercial","All",2.2
1982,"alaska","Industrial","Coal",0
1982,"alaska","Industrial","Petroleum Products",1.9
1982,"alaska","Industrial","Natural Gas",9.1
1982,"alaska","Industrial","All",11
1982,"alaska","Transportation","Coal",0
1982,"alaska","Transportation","Petroleum Products",7.3
1982,"alaska","Transportation","Natural Gas",0
1982,"alaska","Transportation","All",7.3
1982,"alaska","Electric Power","Coal",0.5
1982,"alaska","Electric Power","Petroleum Products",0.4
1982,"alaska","Electric Power","Natural Gas",1.7
1982,"alaska","Electric Power","All",2.6
1982,"alaska","All","Coal",1.2
1982,"alaska","All","Petroleum Products",10.4
1982,"alaska","All","Natural Gas",12.6
1982,"alaska","All","All",24.3
1983,"alaska","Residential","Coal",0.1
1983,"alaska","Residential","Petroleum Products",0.5
1983,"alaska","Residential","Natural Gas",0.6
1983,"alaska","Residential","All",1.2
1983,"alaska","Commercial","Coal",0.6
1983,"alaska","Commercial","Petroleum Products",0.6
1983,"alaska","Commercial","Natural Gas",1.3
1983,"alaska","Commercial","All",2.4
1983,"alaska","Industrial","Coal",0
1983,"alaska","Industrial","Petroleum Products",2.3
1983,"alaska","Industrial","Natural Gas",9.2
1983,"alaska","Industrial","All",11.5
1983,"alaska","Transportation","Coal",0
1983,"alaska","Transportation","Petroleum Products",8.3
1983,"alaska","Transportation","Natural Gas",0
1983,"alaska","Transportation","All",8.3
1983,"alaska","Electric Power","Coal",0.5
1983,"alaska","Electric Power","Petroleum Products",0.4
1983,"alaska","Electric Power","Natural Gas",1.7
1983,"alaska","Electric Power","All",2.6
1983,"alaska","All","Coal",1.2
1983,"alaska","All","Petroleum Products",12.1
1983,"alaska","All","Natural Gas",12.7
1983,"alaska","All","All",25.9
1984,"alaska","Residential","Coal",0.1
1984,"alaska","Residential","Petroleum Products",0.6
1984,"alaska","Residential","Natural Gas",0.6
1984,"alaska","Residential","All",1.4
1984,"alaska","Commercial","Coal",0.6
1984,"alaska","Commercial","Petroleum Products",0.6
1984,"alaska","Commercial","Natural Gas",1.3
1984,"alaska","Commercial","All",2.5
1984,"alaska","Industrial","Coal",0
1984,"alaska","Industrial","Petroleum Products",2.7
1984,"alaska","Industrial","Natural Gas",9.8
1984,"alaska","Industrial","All",12.4
1984,"alaska","Transportation","Coal",0
1984,"alaska","Transportation","Petroleum Products",9.8
1984,"alaska","Transportation","Natural Gas",0.3
1984,"alaska","Transportation","All",10.1
1984,"alaska","Electric Power","Coal",0.5
1984,"alaska","Electric Power","Petroleum Products",0.5
1984,"alaska","Electric Power","Natural Gas",1.7
1984,"alaska","Electric Power","All",2.6
1984,"alaska","All","Coal",1.2
1984,"alaska","All","Petroleum Products",14.2
1984,"alaska","All","Natural Gas",13.7
1984,"alaska","All","All",29.1
1985,"alaska","Residential","Coal",0.1
1985,"alaska","Residential","Petroleum Products",0.6
1985,"alaska","Residential","Natural Gas",0.7
1985,"alaska","Residential","All",1.4
1985,"alaska","Commercial","Coal",0.5
1985,"alaska","Commercial","Petroleum Products",0.5
1985,"alaska","Commercial","Natural Gas",1.1
1985,"alaska","Commercial","All",2.1
1985,"alaska","Industrial","Coal",0
1985,"alaska","Industrial","Petroleum Products",4.7
1985,"alaska","Industrial","Natural Gas",7.5
1985,"alaska","Industrial","All",12.2
1985,"alaska","Transportation","Coal",0
1985,"alaska","Transportation","Petroleum Products",10.6
1985,"alaska","Transportation","Natural Gas",0.3
1985,"alaska","Transportation","All",10.9
1985,"alaska","Electric Power","Coal",0.4
1985,"alaska","Electric Power","Petroleum Products",0.5
1985,"alaska","Electric Power","Natural Gas",1.8
1985,"alaska","Electric Power","All",2.7
1985,"alaska","All","Coal",1.1
1985,"alaska","All","Petroleum Products",16.9
1985,"alaska","All","Natural Gas",11.4
1985,"alaska","All","All",29.3
1986,"alaska","Residential","Coal",0.2
1986,"alaska","Residential","Petroleum Products",0.5
1986,"alaska","Residential","Natural Gas",0.6
1986,"alaska","Residential","All",1.3
1986,"alaska","Commercial","Coal",0.6
1986,"alaska","Commercial","Petroleum Products",3.3
1986,"alaska","Commercial","Natural Gas",1.1
1986,"alaska","Commercial","All",5
1986,"alaska","Industrial","Coal",0
1986,"alaska","Industrial","Petroleum Products",5.1
1986,"alaska","Industrial","Natural Gas",7.1
1986,"alaska","Industrial","All",12.2
1986,"alaska","Transportation","Coal",0
1986,"alaska","Transportation","Petroleum Products",10.3
1986,"alaska","Transportation","Natural Gas",0.3
1986,"alaska","Transportation","All",10.6
1986,"alaska","Electric Power","Coal",0.4
1986,"alaska","Electric Power","Petroleum Products",0.4
1986,"alaska","Electric Power","Natural Gas",1.8
1986,"alaska","Electric Power","All",2.7
1986,"alaska","All","Coal",1.1
1986,"alaska","All","Petroleum Products",19.7
1986,"alaska","All","Natural Gas",11.1
1986,"alaska","All","All",31.9
1987,"alaska","Residential","Coal",0
1987,"alaska","Residential","Petroleum Products",0.6
1987,"alaska","Residential","Natural Gas",0.7
1987,"alaska","Residential","All",1.3
1987,"alaska","Commercial","Coal",0
1987,"alaska","Commercial","Petroleum Products",3.4
1987,"alaska","Commercial","Natural Gas",1.1
1987,"alaska","Commercial","All",4.4
1987,"alaska","Industrial","Coal",0
